time,fps,cpums,cms,gms,expectedp,loadedp,shaderp_comp,shaderp_grph, expectedc,shaderc,threadcount, sidelen,density,PERR,CERR
0,2039,0.000490437,2.6816e-05,2.832e-05,6,6,6,6,10,10,6,9,0,0,0
1,2438,0.000410172,2.096e-05,2.24e-05,6,6,6,6,10,10,6,9,0,0,0
2,2540,0.000393701,2.0736e-05,2.2464e-05,6,6,6,6,10,10,6,9,0,0,0
3,2443,0.000409333,2.0384e-05,2.256e-05,6,6,6,6,10,10,6,9,0,0,0
4,2407,0.000415455,2.1376e-05,2.3296e-05,6,6,6,6,10,10,6,9,0,0,0
5,2266,0.000441306,2.224e-05,2.4352e-05,6,6,6,6,10,10,6,9,0,0,0
6,2332,0.000428816,2.1824e-05,2.2848e-05,6,6,6,6,10,10,6,9,0,0,0
7,2234,0.000447628,2.1152e-05,2.3008e-05,6,6,6,6,10,10,6,9,0,0,0
8,2524,0.000396197,2.1184e-05,2.3392e-05,6,6,6,6,10,10,6,9,0,0,0
9,2495,0.000400802,2.0704e-05,2.2464e-05,6,6,6,6,10,10,6,9,0,0,0
10,2564,0.000390016,2.0704e-05,2.3584e-05,6,6,6,6,10,10,6,9,0,0,0
11,2549,0.000392311,2.1024e-05,2.2464e-05,6,6,6,6,10,10,6,9,0,0,0
12,2401,0.000416493,2.1856e-05,2.3392e-05,6,6,6,6,10,10,6,9,0,0,0
13,2239,0.000446628,2.2624e-05,2.4256e-05,6,6,6,6,10,10,6,9,0,0,0
14,2154,0.000464253,2.32e-05,2.512e-05,6,6,6,6,10,10,6,9,0,0,0
15,2384,0.000419463,2.1696e-05,2.2848e-05,6,6,6,6,10,10,6,9,0,0,0
16,2334,0.000428449,2.1792e-05,2.3264e-05,6,6,6,6,10,10,6,9,0,0,0
17,2456,0.000407166,2.1888e-05,2.2656e-05,6,6,6,6,10,10,6,9,0,0,0
18,2486,0.000402253,2.2144e-05,2.32e-05,6,6,6,6,10,10,6,9,0,0,0
19,2456,0.000407166,2.16e-05,2.3392e-05,6,6,6,6,10,10,6,9,0,0,0
20,2479,0.000403388,2.1664e-05,2.4224e-05,6,6,6,6,10,10,6,9,0,0,0
21,2538,0.000394011,2.2048e-05,2.6176e-05,6,6,6,6,10,10,6,9,0,0,0
22,2495,0.000400802,2.2272e-05,2.3872e-05,6,6,6,6,10,10,6,9,0,0,0
23,2490,0.000401606,2.192e-05,2.352e-05,6,6,6,6,10,10,6,9,0,0,0
24,2509,0.000398565,2.1696e-05,2.352e-05,6,6,6,6,10,10,6,9,0,0,0
25,2521,0.000396668,2.144e-05,2.352e-05,6,6,6,6,10,10,6,9,0,0,0
26,2456,0.000407166,2.1952e-05,2.384e-05,6,6,6,6,10,10,6,9,0,0,0
27,2492,0.000401284,2.1984e-05,2.528e-05,6,6,6,6,10,10,6,9,0,0,0
28,2501,0.00039984,2.1792e-05,2.336e-05,6,6,6,6,10,10,6,9,0,0,0
29,2527,0.000395726,2.176e-05,2.3232e-05,6,6,6,6,10,10,6,9,0,0,0
30,2457,0.000407,2.1792e-05,2.448e-05,6,6,6,6,10,10,6,9,0,0,0
31,2511,0.000398248,2.1472e-05,2.3008e-05,6,6,6,6,10,10,6,9,0,0,0
32,2517,0.000397298,2.1856e-05,2.3456e-05,6,6,6,6,10,10,6,9,0,0,0
33,2535,0.000394477,2.1568e-05,2.3392e-05,6,6,6,6,10,10,6,9,0,0,0
34,2476,0.000403877,2.1824e-05,2.416e-05,6,6,6,6,10,10,6,9,0,0,0
35,2458,0.000406835,2.1728e-05,2.3936e-05,6,6,6,6,10,10,6,9,0,0,0
36,2483,0.000402739,2.1824e-05,2.4128e-05,6,6,6,6,10,10,6,9,0,0,0
37,2514,0.000397772,2.1824e-05,2.3424e-05,6,6,6,6,10,10,6,9,0,0,0
38,2516,0.000397456,2.1088e-05,2.384e-05,6,6,6,6,10,10,6,9,0,0,0
39,2385,0.000419287,2.1632e-05,2.368e-05,6,6,6,6,10,10,6,9,0,0,0
40,2521,0.000396668,2.1408e-05,2.3616e-05,6,6,6,6,10,10,6,9,0,0,0
41,2482,0.000402901,2.2176e-05,2.528e-05,6,6,6,6,10,10,6,9,0,0,0
42,2519,0.000396983,2.128e-05,2.416e-05,6,6,6,6,10,10,6,9,0,0,0
43,2492,0.000401284,2.144e-05,2.3808e-05,6,6,6,6,10,10,6,9,0,0,0
44,2446,0.000408831,2.208e-05,2.4192e-05,6,6,6,6,10,10,6,9,0,0,0
45,2451,0.000407997,2.1888e-05,2.336e-05,6,6,6,6,10,10,6,9,0,0,0
46,2473,0.000404367,2.1792e-05,2.3712e-05,6,6,6,6,10,10,6,9,0,0,0
47,2540,0.000393701,2.1408e-05,2.4128e-05,6,6,6,6,10,10,6,9,0,0,0
48,2389,0.000418585,2.2144e-05,2.3584e-05,6,6,6,6,10,10,6,9,0,0,0
49,2470,0.000404858,2.2016e-05,2.416e-05,6,6,6,6,10,10,6,9,0,0,0
50,2499,0.00040016,2.1248e-05,2.4032e-05,6,6,6,6,10,10,6,9,0,0,0
51,2528,0.00039557,2.1952e-05,2.272e-05,6,6,6,6,10,10,6,9,0,0,0
52,2503,0.000399521,2.1792e-05,2.2848e-05,6,6,6,6,10,10,6,9,0,0,0
53,2460,0.000406504,2.1792e-05,2.496e-05,6,6,6,6,10,10,6,9,0,0,0
54,2430,0.000411523,2.3392e-05,2.9056e-05,6,6,6,6,10,10,6,9,0,0,0
55,2892,0.000345781,1.0304e-05,1.1776e-05,6,6,6,6,10,10,6,9,0,0,0
56,3067,0.000326052,1.0432e-05,1.1488e-05,6,6,6,6,10,10,6,9,0,0,0
57,3025,0.000330579,1.3536e-05,1.408e-05,6,6,6,6,10,10,6,9,0,0,0
58,2915,0.000343053,1.5168e-05,1.6416e-05,6,6,6,6,10,10,6,9,0,0,0
59,2869,0.000348553,1.5904e-05,1.7696e-05,6,6,6,6,10,10,6,9,0,0,0
60,2832,0.000353107,1.7472e-05,1.9488e-05,6,6,6,6,10,10,6,9,0,0,0
