time,fps,cpums,cms,gms,expectedp,loadedp,shaderp_comp,shaderp_grph, expectedc,shaderc,threadcount, sidelen,density,PERR,CERR
0,5600,0.000178571,1.52e-05,1.0656e-05,12,12,0,0,20,0,0,27,0,0,0
1,5587,0.000178987,1.472e-05,1.0432e-05,12,12,0,0,20,0,0,27,0,0,0
2,5730,0.00017452,1.4944e-05,9.696e-06,12,12,0,0,20,0,0,27,0,0,0
3,5656,0.000176803,1.4592e-05,9.568e-06,12,12,0,0,20,0,0,27,0,0,0
4,5427,0.000184264,1.5072e-05,1.0048e-05,12,12,0,0,20,0,0,27,0,0,0
5,5337,0.000187371,1.4464e-05,1.0496e-05,12,12,0,0,20,0,0,27,0,0,0
6,5591,0.000178859,1.5072e-05,1.0144e-05,12,12,0,0,20,0,0,27,0,0,0
7,5560,0.000179856,1.4688e-05,1.056e-05,12,12,0,0,20,0,0,27,0,0,0
8,5680,0.000176056,1.4272e-05,1.0432e-05,12,12,0,0,20,0,0,27,0,0,0
9,5560,0.000179856,1.4848e-05,1.0272e-05,12,12,0,0,20,0,0,27,0,0,0
10,5283,0.000189286,1.4592e-05,1.0528e-05,12,12,0,0,20,0,0,27,0,0,0
11,5252,0.000190404,1.5328e-05,1.12e-05,12,12,0,0,20,0,0,27,0,0,0
12,5449,0.00018352,1.4624e-05,9.792e-06,12,12,0,0,20,0,0,27,0,0,0
13,5262,0.000190042,1.4304e-05,1.0528e-05,12,12,0,0,20,0,0,27,0,0,0
14,5529,0.000180865,1.5136e-05,1.0496e-05,12,12,0,0,20,0,0,27,0,0,0
15,5636,0.000177431,1.456e-05,1.0208e-05,12,12,0,0,20,0,0,27,0,0,0
16,5563,0.000179759,1.4592e-05,1.0144e-05,12,12,0,0,20,0,0,27,0,0,0
17,5629,0.000177651,1.4848e-05,9.856e-06,12,12,0,0,20,0,0,27,0,0,0
18,5360,0.000186567,1.44e-05,1.056e-05,12,12,0,0,20,0,0,27,0,0,0
