time,fps,cpums,cms,gms,expectedp,loadedp,shaderp_comp,shaderp_grph, expectedc,shaderc,threadcount, sidelen,density,PERR,CERR
0,5513,0.000181389,1.5072e-05,1.0464e-05,12,12,0,0,20,0,0,30,0.5,0,0
1,5355,0.000186741,1.4912e-05,9.952e-06,12,12,0,0,20,0,0,30,0.5,0,0
2,5333,0.000187512,1.4304e-05,9.984e-06,12,12,0,0,20,0,0,30,0.5,0,0
3,5472,0.000182749,1.4752e-05,9.856e-06,12,12,0,0,20,0,0,30,0.5,0,0
4,5688,0.000175809,1.4912e-05,1.0496e-05,12,12,0,0,20,0,0,30,0.5,0,0
5,5710,0.000175131,1.5104e-05,1.0272e-05,12,12,0,0,20,0,0,30,0.5,0,0
6,5796,0.000172533,1.4592e-05,1.0112e-05,12,12,0,0,20,0,0,30,0.5,0,0
7,5546,0.00018031,1.5136e-05,1.0144e-05,12,12,0,0,20,0,0,30,0.5,0,0
8,5473,0.000182715,1.5136e-05,9.888e-06,12,12,0,0,20,0,0,30,0.5,0,0
9,5486,0.000182282,1.5168e-05,1.0176e-05,12,12,0,0,20,0,0,30,0.5,0,0
10,5623,0.000177841,1.4784e-05,1.0304e-05,12,12,0,0,20,0,0,30,0.5,0,0
11,5590,0.000178891,1.4656e-05,1.0208e-05,12,12,0,0,20,0,0,30,0.5,0,0
12,5688,0.000175809,1.5104e-05,9.792e-06,12,12,0,0,20,0,0,30,0.5,0,0
13,5728,0.000174581,1.5072e-05,9.984e-06,12,12,0,0,20,0,0,30,0.5,0,0
14,5500,0.000181818,1.4688e-05,1.0688e-05,12,12,0,0,20,0,0,30,0.5,0,0
15,5659,0.00017671,1.456e-05,9.6e-06,12,12,0,0,20,0,0,30,0.5,0,0
16,5476,0.000182615,1.4912e-05,1.0464e-05,12,12,0,0,20,0,0,30,0.5,0,0
17,5673,0.000176274,1.4464e-05,9.984e-06,12,12,0,0,20,0,0,30,0.5,0,0
18,5552,0.000180115,1.4528e-05,1.0784e-05,12,12,0,0,20,0,0,30,0.5,0,0
19,5753,0.000173822,1.4848e-05,1.0112e-05,12,12,0,0,20,0,0,30,0.5,0,0
20,5594,0.000178763,1.4304e-05,9.888e-06,12,12,0,0,20,0,0,30,0.5,0,0
21,5737,0.000174307,1.4816e-05,1.0144e-05,12,12,0,0,20,0,0,30,0.5,0,0
22,5702,0.000175377,1.4784e-05,1.0752e-05,12,12,0,0,20,0,0,30,0.5,0,0
23,5531,0.000180799,1.4496e-05,1.0016e-05,12,12,0,0,20,0,0,30,0.5,0,0
24,5601,0.00017854,1.4848e-05,9.856e-06,12,12,0,0,20,0,0,30,0.5,0,0
25,5610,0.000178253,1.5008e-05,9.408e-06,12,12,0,0,20,0,0,30,0.5,0,0
26,5527,0.00018093,1.4464e-05,9.952e-06,12,12,0,0,20,0,0,30,0.5,0,0
27,5605,0.000178412,1.4784e-05,1.0624e-05,12,12,0,0,20,0,0,30,0.5,0,0
28,5590,0.000178891,1.4368e-05,1.056e-05,12,12,0,0,20,0,0,30,0.5,0,0
29,5728,0.000174581,1.4432e-05,9.792e-06,12,12,0,0,20,0,0,30,0.5,0,0
30,5707,0.000175223,1.4752e-05,9.728e-06,12,12,0,0,20,0,0,30,0.5,0,0
31,5601,0.00017854,1.4944e-05,1.0112e-05,12,12,0,0,20,0,0,30,0.5,0,0
32,5580,0.000179211,1.5072e-05,1.072e-05,12,12,0,0,20,0,0,30,0.5,0,0
33,5480,0.000182482,1.4592e-05,1.04e-05,12,12,0,0,20,0,0,30,0.5,0,0
34,5467,0.000182916,1.4304e-05,1.024e-05,12,12,0,0,20,0,0,30,0.5,0,0
35,5406,0.00018498,1.4688e-05,1.0304e-05,12,12,0,0,20,0,0,30,0.5,0,0
36,5432,0.000184094,1.5104e-05,1.0208e-05,12,12,0,0,20,0,0,30,0.5,0,0
37,5407,0.000184945,1.4688e-05,1.0272e-05,12,12,0,0,20,0,0,30,0.5,0,0
38,5418,0.00018457,1.5008e-05,1.0176e-05,12,12,0,0,20,0,0,30,0.5,0,0
39,5469,0.000182849,1.5072e-05,1.04e-05,12,12,0,0,20,0,0,30,0.5,0,0
40,5224,0.000191424,1.52e-05,1.04e-05,12,12,0,0,20,0,0,30,0.5,0,0
41,4775,0.000209424,1.4432e-05,1.04e-05,12,12,0,0,20,0,0,30,0.5,0,0
42,4705,0.00021254,1.5424e-05,1.0752e-05,12,12,0,0,20,0,0,30,0.5,0,0
43,4887,0.000204625,1.504e-05,1.088e-05,12,12,0,0,20,0,0,30,0.5,0,0
44,5379,0.000185908,1.4816e-05,1.056e-05,12,12,0,0,20,0,0,30,0.5,0,0
45,5303,0.000188573,1.424e-05,1.0464e-05,12,12,0,0,20,0,0,30,0.5,0,0
46,5487,0.000182249,1.4976e-05,9.856e-06,12,12,0,0,20,0,0,30,0.5,0,0
47,5419,0.000184536,1.456e-05,9.856e-06,12,12,0,0,20,0,0,30,0.5,0,0
48,5338,0.000187336,1.52e-05,1.088e-05,12,12,0,0,20,0,0,30,0.5,0,0
49,5563,0.000179759,1.4272e-05,9.952e-06,12,12,0,0,20,0,0,30,0.5,0,0
50,5026,0.000198965,1.5104e-05,9.76e-06,12,12,0,0,20,0,0,30,0.5,0,0
51,5110,0.000195695,1.488e-05,1.0272e-05,12,12,0,0,20,0,0,30,0.5,0,0
52,5148,0.00019425,1.4944e-05,9.952e-06,12,12,0,0,20,0,0,30,0.5,0,0
53,5205,0.000192123,1.4272e-05,1.0016e-05,12,12,0,0,20,0,0,30,0.5,0,0
54,4907,0.000203791,1.4592e-05,9.824e-06,12,12,0,0,20,0,0,30,0.5,0,0
55,5661,0.000176647,1.4944e-05,1.0784e-05,12,12,0,0,20,0,0,30,0.5,0,0
56,5595,0.000178731,1.5168e-05,1.0208e-05,12,12,0,0,20,0,0,30,0.5,0,0
57,5595,0.000178731,1.4656e-05,1.0176e-05,12,12,0,0,20,0,0,30,0.5,0,0
58,5477,0.000182582,1.4368e-05,1.008e-05,12,12,0,0,20,0,0,30,0.5,0,0
59,4967,0.000201329,1.5072e-05,9.696e-06,12,12,0,0,20,0,0,30,0.5,0,0
60,4712,0.000212224,1.4592e-05,1.0528e-05,12,12,0,0,20,0,0,30,0.5,0,0
