time,fps,cpums,cms,gms,expectedp,loadedp,shaderp_comp,shaderp_grph, expectedc,shaderc,threadcount, sidelen,density,PERR,CERR
0,17,0.0588235,0.0254753,0.015755,4375552,4375552,4375552,4373888,2187776,2187776,4375552,83,0.5,0,0
1,24,0.0416667,0.0254754,0.0157948,4375552,4375552,4375552,4374080,2187776,2187776,4375552,83,0.5,0,0
2,24,0.0416667,0.0254755,0.015725,4375552,4375552,4375552,4373120,2187776,2187776,4375552,83,0.5,0,0
3,23,0.0434783,0.0258572,0.0157681,4375552,4375552,4375552,4371680,2187776,2187776,4375552,83,0.5,0,0
4,24,0.0416667,0.0254685,0.015756,4375552,4375552,4375552,4371712,2187776,2187776,4375552,83,0.5,0,0
5,23,0.0434783,0.0254734,0.0157294,4375552,4375552,4375552,4373024,2187776,2187776,4375552,83,0.5,0,0
6,24,0.0416667,0.0254747,0.0158245,4375552,4375552,4375552,4371392,2187776,2187776,4375552,83,0.5,0,0
7,23,0.0434783,0.025486,0.0157483,4375552,4375552,4375552,4375488,2187776,2187776,4375552,83,0.5,0,0
8,24,0.0416667,0.0258833,0.0157915,4375552,4375552,4375552,4374976,2187776,2187776,4375552,83,0.5,0,0
9,24,0.0416667,0.0254858,0.0158151,4375552,4375552,4375552,4375552,2187776,2187776,4375552,83,0.5,0,0
10,23,0.0434783,0.0254722,0.0156349,4375552,4375552,4375552,4371360,2187776,2187776,4375552,83,0.5,0,0
11,24,0.0416667,0.0254833,0.0157745,4375552,4375552,4375552,4375552,2187776,2187776,4375552,83,0.5,0,0
12,23,0.0434783,0.0254416,0.0158584,4375552,4375552,4375552,4372736,2187776,2187776,4375552,83,0.5,0,0
13,24,0.0416667,0.0258622,0.0157718,4375552,4375552,4375552,4375392,2187776,2187776,4375552,83,0.5,0,0
14,24,0.0416667,0.0254751,0.0157358,4375552,4375552,4375552,4374784,2187776,2187776,4375552,83,0.5,0,0
15,23,0.0434783,0.025472,0.0158541,4375552,4375552,4375552,4371520,2187776,2187776,4375552,83,0.5,0,0
16,24,0.0416667,0.0254718,0.0157453,4375552,4375552,4375552,4371584,2187776,2187776,4375552,83,0.5,0,0
17,23,0.0434783,0.0254746,0.0157898,4375552,4375552,4375552,4371488,2187776,2187776,4375552,83,0.5,0,0
18,24,0.0416667,0.0254747,0.0157428,4375552,4375552,4375552,4371360,2187776,2187776,4375552,83,0.5,0,0
19,24,0.0416667,0.0254745,0.0157748,4375552,4375552,4375552,4371456,2187776,2187776,4375552,83,0.5,0,0
20,23,0.0434783,0.0254746,0.0156889,4375552,4375552,4375552,4373408,2187776,2187776,4375552,83,0.5,0,0
21,21,0.047619,0.0254744,0.0157478,4375552,4375552,4375552,4368032,2187776,2187776,4375552,83,0.5,0,0
22,22,0.0454545,0.0254718,0.015938,4375552,4375552,4375552,4371456,2187776,2187776,4375552,83,0.5,0,0
23,23,0.0434783,0.0254715,0.015842,4375552,4375552,4375552,4372192,2187776,2187776,4375552,83,0.5,0,0
24,24,0.0416667,0.0254804,0.0158079,4375552,4375552,4375552,4371328,2187776,2187776,4375552,83,0.5,0,0
25,24,0.0416667,0.0256663,0.0157586,4375552,4375552,4375552,4371936,2187776,2187776,4375552,83,0.5,0,0
26,23,0.0434783,0.0258695,0.0157823,4375552,4375552,4375552,4371456,2187776,2187776,4375552,83,0.5,0,0
27,24,0.0416667,0.0254864,0.0157757,4375552,4375552,4375552,4375552,2187776,2187776,4375552,83,0.5,0,0
28,23,0.0434783,0.0254856,0.0158261,4375552,4375552,4375552,4375424,2187776,2187776,4375552,83,0.5,0,0
29,24,0.0416667,0.0254752,0.0157836,4375552,4375552,4375552,4371776,2187776,2187776,4375552,83,0.5,0,0
30,24,0.0416667,0.0254847,0.0157625,4375552,4375552,4375552,4372544,2187776,2187776,4375552,83,0.5,0,0
31,23,0.0434783,0.0254694,0.0158118,4375552,4375552,4375552,4375040,2187776,2187776,4375552,83,0.5,0,0
32,24,0.0416667,0.0254725,0.0156473,4375552,4375552,4375552,4369600,2187776,2187776,4375552,83,0.5,0,0
33,23,0.0434783,0.0254734,0.0157752,4375552,4375552,4375552,4371456,2187776,2187776,4375552,83,0.5,0,0
34,24,0.0416667,0.0254886,0.0157341,4375552,4375552,4375552,4371488,2187776,2187776,4375552,83,0.5,0,0
35,24,0.0416667,0.0254738,0.0157241,4375552,4375552,4375552,4372512,2187776,2187776,4375552,83,0.5,0,0
36,23,0.0434783,0.0254729,0.0156876,4375552,4375552,4375552,4371712,2187776,2187776,4375552,83,0.5,0,0
37,24,0.0416667,0.0254823,0.0157115,4375552,4375552,4375552,4375552,2187776,2187776,4375552,83,0.5,0,0
38,23,0.0434783,0.0254752,0.0157487,4375552,4375552,4375552,4375552,2187776,2187776,4375552,83,0.5,0,0
39,24,0.0416667,0.02547,0.0157209,4375552,4375552,4375552,4371456,2187776,2187776,4375552,83,0.5,0,0
40,23,0.0434783,0.0254748,0.0157781,4375552,4375552,4375552,4374880,2187776,2187776,4375552,83,0.5,0,0
41,24,0.0416667,0.0254735,0.0156966,4375552,4375552,4375552,4371264,2187776,2187776,4375552,83,0.5,0,0
42,24,0.0416667,0.0254856,0.0157507,4375552,4375552,4375552,4371680,2187776,2187776,4375552,83,0.5,0,0
43,23,0.0434783,0.0254734,0.0157242,4375552,4375552,4375552,4371488,2187776,2187776,4375552,83,0.5,0,0
44,24,0.0416667,0.0254735,0.0157794,4375552,4375552,4375552,4374048,2187776,2187776,4375552,83,0.5,0,0
45,24,0.0416667,0.0254748,0.0158367,4375552,4375552,4375552,4370816,2187776,2187776,4375552,83,0.5,0,0
