time,fps,cpums,cms,gms,expectedp,loadedp,shaderp_comp,shaderp_grph, expectedc,shaderc,threadcount, sidelen,density,PERR,CERR
0,51,0.0196078,0.0085671,0.0054632,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
1,68,0.0147059,0.0085711,0.00543523,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
2,68,0.0147059,0.00857107,0.0054513,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
3,68,0.0147059,0.0087759,0.00546858,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
4,69,0.0144928,0.00857142,0.00544698,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
5,69,0.0144928,0.00856022,0.00540877,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
6,68,0.0147059,0.0087679,0.00544566,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
7,69,0.0144928,0.00857178,0.00545008,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
8,48,0.0208333,0.0087713,0.00541827,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
9,68,0.0147059,0.00857222,0.00543494,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
10,68,0.0147059,0.00875914,0.00545472,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
11,69,0.0144928,0.00855978,0.00545254,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
12,68,0.0147059,0.00876653,0.00536202,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
13,69,0.0144928,0.00874758,0.00545136,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
14,68,0.0147059,0.00879341,0.00546544,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
15,69,0.0144928,0.00856774,0.00543808,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
16,69,0.0144928,0.00875763,0.00546029,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
17,68,0.0147059,0.00857034,0.00543379,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
18,69,0.0144928,0.00875856,0.00545299,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
19,68,0.0147059,0.00857254,0.00544701,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
20,69,0.0144928,0.00856022,0.0054313,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
21,68,0.0147059,0.00857101,0.00548419,1508352,1508352,0,0,754176,0,0,59,0.5,0,0
