time,fps,cpums,cms,gms,expectedp,loadedp,shaderp_comp,shaderp_grph, expectedc,shaderc,threadcount, sidelen,density,PERR,CERR
0,14,0.0714286,0.0752225,0.001656,443392,443392,0,0,277120,0,0,21,0.6,0,0
1,13,0.0769231,0.0755898,0.00162192,443392,443392,0,0,277120,0,0,21,0.6,0,0
2,13,0.0769231,0.0752246,0.0016304,443392,443392,0,0,277120,0,0,21,0.6,0,0
3,13,0.0769231,0.0747242,0.00162522,443392,443392,0,0,277120,0,0,21,0.6,0,0
4,13,0.0769231,0.0747084,0.00165933,443392,443392,0,0,277120,0,0,21,0.6,0,0
5,13,0.0769231,0.0752503,0.00162,443392,443392,0,0,277120,0,0,21,0.6,0,0
6,13,0.0769231,0.0752652,0.00162733,443392,443392,0,0,277120,0,0,21,0.6,0,0
7,13,0.0769231,0.07497,0.00165619,443392,443392,0,0,277120,0,0,21,0.6,0,0
8,13,0.0769231,0.0752684,0.00163354,443392,443392,0,0,277120,0,0,21,0.6,0,0
9,12,0.0833333,0.0747328,0.00165453,443392,443392,0,0,277120,0,0,21,0.6,0,0
10,13,0.0769231,0.0752536,0.00165245,443392,443392,0,0,277120,0,0,21,0.6,0,0
11,13,0.0769231,0.0752353,0.00162045,443392,443392,0,0,277120,0,0,21,0.6,0,0
12,13,0.0769231,0.0747155,0.00165136,443392,443392,0,0,277120,0,0,21,0.6,0,0
13,13,0.0769231,0.0757646,0.00163824,443392,443392,0,0,277120,0,0,21,0.6,0,0
14,13,0.0769231,0.0752393,0.00164077,443392,443392,0,0,277120,0,0,21,0.6,0,0
15,13,0.0769231,0.0747035,0.00163635,443392,443392,0,0,277120,0,0,21,0.6,0,0
16,13,0.0769231,0.0752386,0.00163261,443392,443392,0,0,277120,0,0,21,0.6,0,0
17,13,0.0769231,0.0755147,0.00161878,443392,443392,0,0,277120,0,0,21,0.6,0,0
18,12,0.0833333,0.0752613,0.001636,443392,443392,0,0,277120,0,0,21,0.6,0,0
19,13,0.0769231,0.0752312,0.00163949,443392,443392,0,0,277120,0,0,21,0.6,0,0
20,13,0.0769231,0.0752188,0.00164906,443392,443392,0,0,277120,0,0,21,0.6,0,0
21,13,0.0769231,0.0750613,0.0016425,443392,443392,0,0,277120,0,0,21,0.6,0,0
22,13,0.0769231,0.0752858,0.00164531,443392,443392,0,0,277120,0,0,21,0.6,0,0
23,13,0.0769231,0.0752522,0.00161827,443392,443392,0,0,277120,0,0,21,0.6,0,0
24,13,0.0769231,0.0747317,0.00164077,443392,443392,0,0,277120,0,0,21,0.6,0,0
25,13,0.0769231,0.0755283,0.00159722,443392,443392,0,0,277120,0,0,21,0.6,0,0
26,13,0.0769231,0.0752828,0.00161478,443392,443392,0,0,277120,0,0,21,0.6,0,0
27,13,0.0769231,0.0752414,0.00164045,443392,443392,0,0,277120,0,0,21,0.6,0,0
28,13,0.0769231,0.0747084,0.00163258,443392,443392,0,0,277120,0,0,21,0.6,0,0
29,13,0.0769231,0.0752982,0.00162083,443392,443392,0,0,277120,0,0,21,0.6,0,0
30,13,0.0769231,0.0753148,0.00160752,443392,443392,0,0,277120,0,0,21,0.6,0,0
31,12,0.0833333,0.0752708,0.00164294,443392,443392,0,0,277120,0,0,21,0.6,0,0
32,13,0.0769231,0.0752695,0.00164342,443392,443392,0,0,277120,0,0,21,0.6,0,0
33,13,0.0769231,0.075268,0.00162528,443392,443392,0,0,277120,0,0,21,0.6,0,0
34,13,0.0769231,0.0746962,0.00163562,443392,443392,0,0,277120,0,0,21,0.6,0,0
35,13,0.0769231,0.0752947,0.0016271,443392,443392,0,0,277120,0,0,21,0.6,0,0
36,13,0.0769231,0.0751972,0.00161904,443392,443392,0,0,277120,0,0,21,0.6,0,0
37,13,0.0769231,0.0749598,0.00165094,443392,443392,0,0,277120,0,0,21,0.6,0,0
38,13,0.0769231,0.0746999,0.00166077,443392,443392,0,0,277120,0,0,21,0.6,0,0
39,13,0.0769231,0.0752981,0.00164288,443392,443392,0,0,277120,0,0,21,0.6,0,0
40,13,0.0769231,0.0752495,0.00161587,443392,443392,0,0,277120,0,0,21,0.6,0,0
41,13,0.0769231,0.0749644,0.00164368,443392,443392,0,0,277120,0,0,21,0.6,0,0
42,13,0.0769231,0.0755455,0.00161795,443392,443392,0,0,277120,0,0,21,0.6,0,0
43,12,0.0833333,0.0746996,0.00162099,443392,443392,0,0,277120,0,0,21,0.6,0,0
44,13,0.0769231,0.0752631,0.00164544,443392,443392,0,0,277120,0,0,21,0.6,0,0
45,13,0.0769231,0.075221,0.00163392,443392,443392,0,0,277120,0,0,21,0.6,0,0
46,13,0.0769231,0.0757753,0.0016545,443392,443392,0,0,277120,0,0,21,0.6,0,0
47,13,0.0769231,0.0752542,0.0016584,443392,443392,0,0,277120,0,0,21,0.6,0,0
48,13,0.0769231,0.0747163,0.00162006,443392,443392,0,0,277120,0,0,21,0.6,0,0
49,12,0.0833333,0.0746917,0.00160506,443392,443392,0,0,277120,0,0,21,0.6,0,0
50,13,0.0769231,0.0752667,0.00164301,443392,443392,0,0,277120,0,0,21,0.6,0,0
51,13,0.0769231,0.0752171,0.00163306,443392,443392,0,0,277120,0,0,21,0.6,0,0
52,13,0.0769231,0.074711,0.00164224,443392,443392,0,0,277120,0,0,21,0.6,0,0
53,13,0.0769231,0.0752476,0.00165517,443392,443392,0,0,277120,0,0,21,0.6,0,0
54,13,0.0769231,0.0746779,0.00162986,443392,443392,0,0,277120,0,0,21,0.6,0,0
55,13,0.0769231,0.0752016,0.00162506,443392,443392,0,0,277120,0,0,21,0.6,0,0
56,13,0.0769231,0.0752619,0.00164493,443392,443392,0,0,277120,0,0,21,0.6,0,0
57,13,0.0769231,0.0752127,0.00163843,443392,443392,0,0,277120,0,0,21,0.6,0,0
58,13,0.0769231,0.0747217,0.00159354,443392,443392,0,0,277120,0,0,21,0.6,0,0
59,13,0.0769231,0.0752587,0.00164042,443392,443392,0,0,277120,0,0,21,0.6,0,0
60,13,0.0769231,0.0752005,0.00162438,443392,443392,0,0,277120,0,0,21,0.6,0,0
