time,fps,cpums,cms,gms,expectedp,loadedp,shaderp_comp,shaderp_grph, expectedc,shaderc,threadcount, sidelen,density,PERR,CERR
0,11,0.0909091,0.0749957,0.0016425,443392,443392,443392,441184,429536,429536,443392,21,0.95,0,0
1,12,0.0833333,0.075296,0.00165875,443392,443392,443392,441184,429536,429536,443392,21,0.95,0,0
2,13,0.0769231,0.0751767,0.00161827,443392,443392,443392,440800,429536,429536,443392,21,0.95,0,0
3,13,0.0769231,0.0751958,0.00163997,443392,443392,443392,441792,429536,429536,443392,21,0.95,0,0
4,13,0.0769231,0.0746494,0.00165594,443392,443392,443392,442112,429536,429536,443392,21,0.95,0,0
5,13,0.0769231,0.0748966,0.00165091,443392,443392,443392,441408,429536,429536,443392,21,0.95,0,0
6,13,0.0769231,0.0751826,0.00164637,443392,443392,443392,440576,429536,429536,443392,21,0.95,0,0
7,13,0.0769231,0.0746217,0.00166192,443392,443392,443392,441856,429536,429536,443392,21,0.95,0,0
8,12,0.0833333,0.0746316,0.00164013,443392,443392,443392,442016,429536,429536,443392,21,0.95,0,0
9,13,0.0769231,0.0751764,0.00162496,443392,443392,443392,442016,429536,429536,443392,21,0.95,0,0
10,13,0.0769231,0.0746435,0.00162688,443392,443392,443392,440864,429536,429536,443392,21,0.95,0,0
11,13,0.0769231,0.0751884,0.00164714,443392,443392,443392,441696,429536,429536,443392,21,0.95,0,0
12,13,0.0769231,0.0754551,0.00161821,443392,443392,443392,442048,429536,429536,443392,21,0.95,0,0
13,13,0.0769231,0.0752078,0.00160256,443392,443392,443392,441920,429536,429536,443392,21,0.95,0,0
14,12,0.0833333,0.0752076,0.00165402,443392,443392,443392,442016,429536,429536,443392,21,0.95,0,0
15,13,0.0769231,0.0746376,0.00165379,443392,443392,443392,441504,429536,429536,443392,21,0.95,0,0
16,13,0.0769231,0.0752377,0.00164883,443392,443392,443392,441792,429536,429536,443392,21,0.95,0,0
17,13,0.0769231,0.0751821,0.00162486,443392,443392,443392,441408,429536,429536,443392,21,0.95,0,0
18,13,0.0769231,0.07519,0.00164653,443392,443392,443392,441184,429536,429536,443392,21,0.95,0,0
19,13,0.0769231,0.0746499,0.0016335,443392,443392,443392,440640,429536,429536,443392,21,0.95,0,0
20,12,0.0833333,0.0751905,0.00161219,443392,443392,443392,443392,429536,429536,443392,21,0.95,0,0
21,13,0.0769231,0.0751772,0.00165069,443392,443392,443392,440992,429536,429536,443392,21,0.95,0,0
22,13,0.0769231,0.0746667,0.00163293,443392,443392,443392,441888,429536,429536,443392,21,0.95,0,0
23,13,0.0769231,0.0751799,0.00164966,443392,443392,443392,441088,429536,429536,443392,21,0.95,0,0
24,13,0.0769231,0.0746374,0.00165875,443392,443392,443392,441568,429536,429536,443392,21,0.95,0,0
25,13,0.0769231,0.0751127,0.00164502,443392,443392,443392,441856,429536,429536,443392,21,0.95,0,0
26,12,0.0833333,0.0756848,0.00161216,443392,443392,443392,441600,429536,429536,443392,21,0.95,0,0
27,13,0.0769231,0.0752116,0.00166656,443392,443392,443392,440832,429536,429536,443392,21,0.95,0,0
28,13,0.0769231,0.0751606,0.00164122,443392,443392,443392,441056,429536,429536,443392,21,0.95,0,0
29,13,0.0769231,0.0746525,0.00159072,443392,443392,443392,441536,429536,429536,443392,21,0.95,0,0
30,13,0.0769231,0.0751861,0.0016425,443392,443392,443392,441376,429536,429536,443392,21,0.95,0,0
31,13,0.0769231,0.0746205,0.00165094,443392,443392,443392,441440,429536,429536,443392,21,0.95,0,0
32,12,0.0833333,0.0746263,0.00165146,443392,443392,443392,442080,429536,429536,443392,21,0.95,0,0
33,13,0.0769231,0.0751705,0.00163328,443392,443392,443392,442208,429536,429536,443392,21,0.95,0,0
34,13,0.0769231,0.0751436,0.00164538,443392,443392,443392,441504,429536,429536,443392,21,0.95,0,0
35,13,0.0769231,0.0746467,0.00166429,443392,443392,443392,441856,429536,429536,443392,21,0.95,0,0
