time,fps,cpums,cms,gms,expectedp,loadedp,shaderp_comp,shaderp_grph, expectedc,shaderc,threadcount, sidelen,density,PERR,CERR
0,14,0.0714286,0.0752224,0.00163462,443392,443392,0,0,110848,0,0,21,0.25,0,0
1,13,0.0769231,0.0749535,0.00160746,443392,443392,0,0,110848,0,0,21,0.25,0,0
2,13,0.0769231,0.07472,0.00160778,443392,443392,0,0,110848,0,0,21,0.25,0,0
3,13,0.0769231,0.0752512,0.00162579,443392,443392,0,0,110848,0,0,21,0.25,0,0
4,13,0.0769231,0.0750276,0.00162995,443392,443392,0,0,110848,0,0,21,0.25,0,0
5,12,0.0833333,0.0752332,0.00160397,443392,443392,0,0,110848,0,0,21,0.25,0,0
6,13,0.0769231,0.0749587,0.00160886,443392,443392,0,0,110848,0,0,21,0.25,0,0
7,13,0.0769231,0.0752792,0.00163229,443392,443392,0,0,110848,0,0,21,0.25,0,0
8,13,0.0769231,0.0758271,0.00163014,443392,443392,0,0,110848,0,0,21,0.25,0,0
9,13,0.0769231,0.0747109,0.00165165,443392,443392,0,0,110848,0,0,21,0.25,0,0
10,13,0.0769231,0.0747206,0.0016057,443392,443392,0,0,110848,0,0,21,0.25,0,0
11,13,0.0769231,0.0752976,0.00161469,443392,443392,0,0,110848,0,0,21,0.25,0,0
12,13,0.0769231,0.0752152,0.00164886,443392,443392,0,0,110848,0,0,21,0.25,0,0
13,13,0.0769231,0.0747107,0.00161696,443392,443392,0,0,110848,0,0,21,0.25,0,0
14,13,0.0769231,0.0752894,0.0015927,443392,443392,0,0,110848,0,0,21,0.25,0,0
15,13,0.0769231,0.0752391,0.0016409,443392,443392,0,0,110848,0,0,21,0.25,0,0
16,12,0.0833333,0.0747041,0.00160771,443392,443392,0,0,110848,0,0,21,0.25,0,0
17,13,0.0769231,0.0758229,0.00168237,443392,443392,0,0,110848,0,0,21,0.25,0,0
18,13,0.0769231,0.075254,0.0016487,443392,443392,0,0,110848,0,0,21,0.25,0,0
19,13,0.0769231,0.0747046,0.00164429,443392,443392,0,0,110848,0,0,21,0.25,0,0
20,13,0.0769231,0.0747535,0.00162362,443392,443392,0,0,110848,0,0,21,0.25,0,0
21,13,0.0769231,0.0755068,0.00165302,443392,443392,0,0,110848,0,0,21,0.25,0,0
22,13,0.0769231,0.0754678,0.00165155,443392,443392,0,0,110848,0,0,21,0.25,0,0
23,13,0.0769231,0.0747122,0.00161485,443392,443392,0,0,110848,0,0,21,0.25,0,0
24,13,0.0769231,0.075818,0.00164707,443392,443392,0,0,110848,0,0,21,0.25,0,0
25,13,0.0769231,0.0752927,0.00164806,443392,443392,0,0,110848,0,0,21,0.25,0,0
26,13,0.0769231,0.0747093,0.00167062,443392,443392,0,0,110848,0,0,21,0.25,0,0
27,13,0.0769231,0.075781,0.00164349,443392,443392,0,0,110848,0,0,21,0.25,0,0
28,12,0.0833333,0.0757564,0.00164074,443392,443392,0,0,110848,0,0,21,0.25,0,0
29,13,0.0769231,0.0754963,0.00165331,443392,443392,0,0,110848,0,0,21,0.25,0,0
30,13,0.0769231,0.0752867,0.00163248,443392,443392,0,0,110848,0,0,21,0.25,0,0
31,13,0.0769231,0.0746907,0.00164384,443392,443392,0,0,110848,0,0,21,0.25,0,0
32,13,0.0769231,0.0752611,0.00162944,443392,443392,0,0,110848,0,0,21,0.25,0,0
33,13,0.0769231,0.0752455,0.00163165,443392,443392,0,0,110848,0,0,21,0.25,0,0
34,13,0.0769231,0.0749666,0.00162454,443392,443392,0,0,110848,0,0,21,0.25,0,0
35,13,0.0769231,0.0752603,0.00163261,443392,443392,0,0,110848,0,0,21,0.25,0,0
36,13,0.0769231,0.0752798,0.00164397,443392,443392,0,0,110848,0,0,21,0.25,0,0
37,13,0.0769231,0.0747448,0.00160822,443392,443392,0,0,110848,0,0,21,0.25,0,0
38,13,0.0769231,0.0754826,0.00164189,443392,443392,0,0,110848,0,0,21,0.25,0,0
39,12,0.0833333,0.0747379,0.00160266,443392,443392,0,0,110848,0,0,21,0.25,0,0
40,13,0.0769231,0.0746828,0.00160557,443392,443392,0,0,110848,0,0,21,0.25,0,0
41,13,0.0769231,0.0752415,0.0016463,443392,443392,0,0,110848,0,0,21,0.25,0,0
42,13,0.0769231,0.0752052,0.00162067,443392,443392,0,0,110848,0,0,21,0.25,0,0
43,13,0.0769231,0.0757667,0.00163501,443392,443392,0,0,110848,0,0,21,0.25,0,0
44,13,0.0769231,0.0757852,0.001652,443392,443392,0,0,110848,0,0,21,0.25,0,0
45,13,0.0769231,0.0752701,0.00163574,443392,443392,0,0,110848,0,0,21,0.25,0,0
46,13,0.0769231,0.0749902,0.00161232,443392,443392,0,0,110848,0,0,21,0.25,0,0
47,13,0.0769231,0.0752396,0.00162979,443392,443392,0,0,110848,0,0,21,0.25,0,0
48,13,0.0769231,0.0749689,0.00164013,443392,443392,0,0,110848,0,0,21,0.25,0,0
49,13,0.0769231,0.0757548,0.00161245,443392,443392,0,0,110848,0,0,21,0.25,0,0
50,12,0.0833333,0.07525,0.00160992,443392,443392,0,0,110848,0,0,21,0.25,0,0
51,13,0.0769231,0.0752798,0.00164339,443392,443392,0,0,110848,0,0,21,0.25,0,0
52,13,0.0769231,0.0749871,0.0016456,443392,443392,0,0,110848,0,0,21,0.25,0,0
53,13,0.0769231,0.0755126,0.0016161,443392,443392,0,0,110848,0,0,21,0.25,0,0
54,13,0.0769231,0.0752338,0.00160682,443392,443392,0,0,110848,0,0,21,0.25,0,0
55,13,0.0769231,0.0747156,0.00160867,443392,443392,0,0,110848,0,0,21,0.25,0,0
56,13,0.0769231,0.0753047,0.00159706,443392,443392,0,0,110848,0,0,21,0.25,0,0
57,13,0.0769231,0.0753078,0.00163859,443392,443392,0,0,110848,0,0,21,0.25,0,0
58,13,0.0769231,0.0752529,0.00164093,443392,443392,0,0,110848,0,0,21,0.25,0,0
59,13,0.0769231,0.075288,0.00165827,443392,443392,0,0,110848,0,0,21,0.25,0,0
60,12,0.0833333,0.0752545,0.00164493,443392,443392,0,0,110848,0,0,21,0.25,0,0
