time,fps,cpums,cms,gms,expectedp,loadedp,shaderp_comp,shaderp_grph, expectedc,shaderc,threadcount, sidelen,density,PERR,CERR
0,14,0.0714286,0.0746975,0.0016391,443392,443392,0,0,401824,0,0,21,0.9,0,0
1,13,0.0769231,0.0752485,0.00161469,443392,443392,0,0,401824,0,0,21,0.9,0,0
2,13,0.0769231,0.0752181,0.00164582,443392,443392,0,0,401824,0,0,21,0.9,0,0
3,13,0.0769231,0.0746899,0.00161376,443392,443392,0,0,401824,0,0,21,0.9,0,0
4,13,0.0769231,0.0758025,0.00164515,443392,443392,0,0,401824,0,0,21,0.9,0,0
5,13,0.0769231,0.0755599,0.00162928,443392,443392,0,0,401824,0,0,21,0.9,0,0
6,13,0.0769231,0.0747116,0.0016503,443392,443392,0,0,401824,0,0,21,0.9,0,0
7,13,0.0769231,0.074684,0.00162448,443392,443392,0,0,401824,0,0,21,0.9,0,0
8,13,0.0769231,0.0752804,0.00165709,443392,443392,0,0,401824,0,0,21,0.9,0,0
9,12,0.0833333,0.0755525,0.00163322,443392,443392,0,0,401824,0,0,21,0.9,0,0
10,13,0.0769231,0.0752782,0.00163158,443392,443392,0,0,401824,0,0,21,0.9,0,0
11,13,0.0769231,0.0747155,0.00164528,443392,443392,0,0,401824,0,0,21,0.9,0,0
12,13,0.0769231,0.0754866,0.00160864,443392,443392,0,0,401824,0,0,21,0.9,0,0
13,13,0.0769231,0.0752009,0.00163136,443392,443392,0,0,401824,0,0,21,0.9,0,0
14,13,0.0769231,0.0758019,0.00160768,443392,443392,0,0,401824,0,0,21,0.9,0,0
15,13,0.0769231,0.0752798,0.00160682,443392,443392,0,0,401824,0,0,21,0.9,0,0
16,13,0.0769231,0.074715,0.00165107,443392,443392,0,0,401824,0,0,21,0.9,0,0
17,13,0.0769231,0.0752647,0.00163318,443392,443392,0,0,401824,0,0,21,0.9,0,0
18,13,0.0769231,0.0752405,0.00163261,443392,443392,0,0,401824,0,0,21,0.9,0,0
19,13,0.0769231,0.0747293,0.00160749,443392,443392,0,0,401824,0,0,21,0.9,0,0
20,13,0.0769231,0.0758112,0.00163555,443392,443392,0,0,401824,0,0,21,0.9,0,0
21,12,0.0833333,0.0752694,0.00160861,443392,443392,0,0,401824,0,0,21,0.9,0,0
22,13,0.0769231,0.0757926,0.00161738,443392,443392,0,0,401824,0,0,21,0.9,0,0
23,13,0.0769231,0.0757556,0.00164486,443392,443392,0,0,401824,0,0,21,0.9,0,0
24,13,0.0769231,0.075278,0.00160688,443392,443392,0,0,401824,0,0,21,0.9,0,0
25,13,0.0769231,0.0747126,0.00165328,443392,443392,0,0,401824,0,0,21,0.9,0,0
26,13,0.0769231,0.0752505,0.00160381,443392,443392,0,0,401824,0,0,21,0.9,0,0
27,13,0.0769231,0.0752748,0.00164342,443392,443392,0,0,401824,0,0,21,0.9,0,0
28,13,0.0769231,0.0746954,0.00164202,443392,443392,0,0,401824,0,0,21,0.9,0,0
29,13,0.0769231,0.0755306,0.00167088,443392,443392,0,0,401824,0,0,21,0.9,0,0
30,12,0.0833333,0.0752889,0.00162352,443392,443392,0,0,401824,0,0,21,0.9,0,0
31,13,0.0769231,0.0752236,0.00161824,443392,443392,0,0,401824,0,0,21,0.9,0,0
32,13,0.0769231,0.074698,0.00162704,443392,443392,0,0,401824,0,0,21,0.9,0,0
33,13,0.0769231,0.0749836,0.00160989,443392,443392,0,0,401824,0,0,21,0.9,0,0
34,13,0.0769231,0.0752878,0.00161603,443392,443392,0,0,401824,0,0,21,0.9,0,0
35,13,0.0769231,0.0746872,0.0016287,443392,443392,0,0,401824,0,0,21,0.9,0,0
36,13,0.0769231,0.0757885,0.00166176,443392,443392,0,0,401824,0,0,21,0.9,0,0
37,13,0.0769231,0.0755052,0.00163142,443392,443392,0,0,401824,0,0,21,0.9,0,0
38,13,0.0769231,0.0747161,0.00163222,443392,443392,0,0,401824,0,0,21,0.9,0,0
39,13,0.0769231,0.0752583,0.0016576,443392,443392,0,0,401824,0,0,21,0.9,0,0
40,13,0.0769231,0.0752895,0.00164755,443392,443392,0,0,401824,0,0,21,0.9,0,0
41,12,0.0833333,0.0749554,0.00163139,443392,443392,0,0,401824,0,0,21,0.9,0,0
42,13,0.0769231,0.0752735,0.00164595,443392,443392,0,0,401824,0,0,21,0.9,0,0
43,13,0.0769231,0.0752584,0.001604,443392,443392,0,0,401824,0,0,21,0.9,0,0
44,13,0.0769231,0.0749717,0.00165437,443392,443392,0,0,401824,0,0,21,0.9,0,0
45,13,0.0769231,0.0749602,0.00161446,443392,443392,0,0,401824,0,0,21,0.9,0,0
46,13,0.0769231,0.0752499,0.00166099,443392,443392,0,0,401824,0,0,21,0.9,0,0
47,13,0.0769231,0.0752152,0.00163382,443392,443392,0,0,401824,0,0,21,0.9,0,0
48,13,0.0769231,0.0752073,0.00162086,443392,443392,0,0,401824,0,0,21,0.9,0,0
49,13,0.0769231,0.0752792,0.00163008,443392,443392,0,0,401824,0,0,21,0.9,0,0
50,13,0.0769231,0.0752338,0.0016537,443392,443392,0,0,401824,0,0,21,0.9,0,0
51,13,0.0769231,0.0752366,0.0016495,443392,443392,0,0,401824,0,0,21,0.9,0,0
52,13,0.0769231,0.0752485,0.00164179,443392,443392,0,0,401824,0,0,21,0.9,0,0
53,12,0.0833333,0.0752404,0.00163328,443392,443392,0,0,401824,0,0,21,0.9,0,0
54,13,0.0769231,0.0747326,0.00164141,443392,443392,0,0,401824,0,0,21,0.9,0,0
55,13,0.0769231,0.0747121,0.00161942,443392,443392,0,0,401824,0,0,21,0.9,0,0
56,13,0.0769231,0.0752497,0.00160477,443392,443392,0,0,401824,0,0,21,0.9,0,0
57,13,0.0769231,0.0752485,0.00162534,443392,443392,0,0,401824,0,0,21,0.9,0,0
58,13,0.0769231,0.0747124,0.00159728,443392,443392,0,0,401824,0,0,21,0.9,0,0
59,13,0.0769231,0.0752607,0.0016471,443392,443392,0,0,401824,0,0,21,0.9,0,0
60,13,0.0769231,0.0752932,0.00161344,443392,443392,0,0,401824,0,0,21,0.9,0,0
